"npi","nb_article","annee"
"'resistance training', 'endurance training'","1.0","2014.0"
"'coffee', 'energy drinks', 'endurance training', 'vitamins', 'taurine'","1.0","2014.0"
"'phytotherapy', 'pomegranate', 'nitrate supplementation'","1.0","2014.0"
"'phototherapy', 'creatine', 'low-level laser therapy'","1.0","2014.0"
"'dietary supplement', 'antioxidant supplementation'","1.0","2014.0"
"'endurance training', 'muscle stretching exercises', 'high-intensity interval training'","1.0","2014.0"
"'beverages', 'coffee', 'dietary carbohydrates', 'dietary supplement', 'physiotherapy', 'diet'","1.0","2014.0"
"'dietary supplement', 'diet', 'food'","1.0","2014.0"
"'calcium', 'endurance training'","1.0","2014.0"
"'aerobic exercise'","1.0","2014.0"
"'breathing exercises'","1.0","2014.0"
"'endurance training', 'muscle stretching exercises', 'creatine', 'high-intensity interval training'","1.0","2014.0"
"'coffee', 'dietary supplement', 'energy drinks', 'endurance training', 'vitamins', 'amino acids', 'taurine', 'phytotherapy'","1.0","2014.0"
"'creatine', 'dietary supplement', 'endurance training'","1.0","2014.0"
"'oscillating positive expiratory pressure'","1.0","2014.0"
"'cryotherapy', 'cold-water immersion'","1.0","2014.0"
"'endurance training', 'cold-water immersion', 'compression garments'","1.0","2014.0"
"'beverages', 'dietary supplement', 'endurance training', 'phytotherapy', 'pomegranate', 'fasting', 'pomegranate juice'","1.0","2014.0"
"'beverages', 'dietary carbohydrates', 'food', 'coffee'","1.0","2014.0"
"'dietary supplement', 'resistance training'","1.0","2014.0"
"'muscle stretching exercises', 'shoulder exercises'","1.0","2014.0"
"'smartphone', 'health education', 'mobile applications'","1.0","2014.0"
"'cognitive behavioral therapy', 'muscle stretching exercises', 'stress management', 'psychological interventions'","1.0","2014.0"
"'muscle stretching exercises', 'weight lifting'","1.0","2014.0"
"'coffee', 'dietary supplement'","1.0","2014.0"
"'muscle stretching exercises', 'phototherapy', 'low-level laser therapy', 'resistance training'","1.0","2014.0"
"'biofeedback psychology'","1.0","2014.0"
"'acupuncture', 'moxibustion', 'electroacupuncture', 'acupressure', 'phytotherapy', 'chinese herbal drugs'","1.0","2014.0"
"'branched-chain amino acids', 'diet', 'dietary supplement', 'endurance training', 'food', 'amino acids', 'leucine'","1.0","2014.0"
"'amino acids', 'beverages', 'dietary supplement', 'leucine'","1.0","2014.0"
"'dietary carbohydrates', 'dietary supplement'","1.0","2014.0"
"'carbohydrate-restricted diet', 'diet'","1.0","2014.0"
"'phototherapy', 'low-level laser therapy', 'physiotherapy'","1.0","2014.0"
"'biofeedback psychology', 'ehealth device', 'therapeutic game'","1.0","2014.0"
"'beverages', 'dietary supplement', 'fatty acids, unsaturated', 'diet', 'docosahexaenoic acid'","1.0","2014.0"
"'health education', 'diet'","1.0","2014.0"
"'endurance training', 'compression stocking', 'creatine', 'compression garments'","1.0","2014.0"
"'smartphone', 'mobile applications', 'ehealth device'","1.0","2014.0"
"'dietary supplement', 'endurance training', 'muscle stretching exercises', 'selenium', 'riboflavin', 'aerobic exercise', 'antioxidant supplementation', 'acetylcysteine', 'vitamin c'","1.0","2014.0"
"'diet', 'valerian', 'melatonin', 'food'","1.0","2014.0"
"'food'","1.0","2014.0"
"'dietary carbohydrates', 'energy drinks', 'endurance training'","1.0","2014.0"
"'dietary supplement', 'beta-alanine'","1.0","2014.0"
"'iron'","1.0","2014.0"
"'muscle stretching exercises', 'resistance training'","1.0","2014.0"
"'beverages', 'dietary supplement', 'endurance training', 'glutamine'","1.0","2014.0"
"'muscle stretching exercises', 'endurance training', 'high-intensity interval training'","1.0","2014.0"
"'branched-chain amino acids', 'creatine', 'dietary supplement', 'endurance training', 'glutamine', 'amino acids'","1.0","2014.0"
"'dietary supplement', 'creatine', 'aerobic exercise'","1.0","2014.0"
"'coffee', 'chewing gum'","1.0","2014.0"
"'creatine', 'aerobic exercise'","1.0","2014.0"
"'applied kinesiology'","1.0","2014.0"
"'resistance training', 'endurance training', 'high-intensity interval training'","1.0","2014.0"
"'calcium', 'muscle stretching exercises', 'diet', 'food'","1.0","2014.0"
"'endurance training', 'cold-water immersion'","1.0","2014.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training', 'diet'","1.0","2014.0"
"'transcranial magnetic stimulation'","1.0","2014.0"
"'alcoholic beverages'","1.0","2014.0"
"'electric stimulation therapy'","1.0","2014.0"
"'coffee', 'dietary supplement', 'endurance training'","1.0","2014.0"
"'endurance training', 'resistance training', 'high-intensity interval training'","1.0","2014.0"
"'kinesio tapes'","1.0","2014.0"
"'beverages', 'dietary supplement', 'muscle stretching exercises', 'beetroot juice', 'nitrate supplementation'","1.0","2014.0"
"'mushrooms', 'dietary supplement', 'endurance training', 'aerobic exercise', 'cordyceps', 'cordyceps sinensis', 'rhodiola crenulata'","1.0","2014.0"
"'dietary supplement', 'beetroot juice', 'nitrate supplementation'","1.0","2014.0"
"'aerobic exercise', 'heart rate variability biofeedback'","1.0","2014.0"
"'phototherapy', 'low-level laser therapy'","1.0","2014.0"
"'diet', 'dietary carbohydrates', 'fasting', 'endurance training', 'food'","1.0","2014.0"
"'vitamin d', 'vitamins', 'calcium', 'minerals'","1.0","2014.0"
"'endurance training', 'physiotherapy', 'resistance training'","1.0","2014.0"
"'diet', 'food'","1.0","2014.0"
"'muscle stretching exercises', 'tai chi', 'yoga', 'counseling', 'aerobic exercise', 'physiotherapy'","1.0","2014.0"
"'low-calorie diet', 'diet', 'resistance training'","1.0","2014.0"
"'muscle stretching exercises', 'high-intensity interval training'","1.0","2014.0"
"'diet', 'beverages', 'endurance training'","1.0","2014.0"
"'wrestling'","1.0","2014.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training'","1.0","2014.0"
"'neurofeedback'","1.0","2014.0"
"'calcium'","1.0","2014.0"
"'diet', 'dietary carbohydrates', 'resistance training', 'alcoholic beverages'","1.0","2014.0"
"'carnitine', 'dietary supplement', 'endurance training', 'vitamin b complex', 'fruit'","1.0","2014.0"
"'fasting', 'resistance training'","1.0","2014.0"
"'compression stocking', 'compression garments'","1.0","2014.0"
"'dietary supplement', 'fatty acids, omega-3', 'muscle stretching exercises', 'eicosanoids', 'fatty acids, unsaturated'","1.0","2014.0"
"'dietary carbohydrates', 'diet'","1.0","2014.0"
"'food', 'probiotics'","1.0","2014.0"
"'facilitator to screening'","1.0","2014.0"
"'muscle stretching exercises', 'physiotherapy', 'health education'","1.0","2014.0"
"'body image', 'muscle stretching exercises', 'resistance training'","1.0","2014.0"
"'muscle stretching exercises'","34.0","2019.0"
"'endurance training'","27.0","2019.0"
"'resistance training'","14.0","2019.0"
"'health education'","13.0","2019.0"
"'diet'","8.0","2019.0"
"'walking'","7.0","2019.0"
"'plyometric exercise'","7.0","2019.0"
"'physiotherapy'","6.0","2019.0"
"'high-intensity interval training', 'endurance training'","6.0","2019.0"
"'high-intensity interval training'","6.0","2019.0"
"'endurance training', 'resistance training'","6.0","2019.0"
"'aerobic exercise'","5.0","2019.0"
"'creatine'","5.0","2019.0"
"'heart rate variability biofeedback'","5.0","2019.0"
"'transcranial direct current stimulation'","5.0","2019.0"
"'cold-water immersion'","4.0","2019.0"
"'vestibular rehabilitation'","4.0","2019.0"
"'dietary carbohydrates'","4.0","2019.0"
"'coffee', 'resistance training'","4.0","2019.0"
"'kinesio tapes'","4.0","2019.0"
"'physiotherapy', 'muscle stretching exercises'","4.0","2019.0"
"'wrestling'","4.0","2019.0"
"'electric stimulation therapy'","3.0","2019.0"
"'coffee'","3.0","2019.0"
"'sodium bicarbonate'","3.0","2019.0"
"'beverages'","3.0","2019.0"
"'dietary supplement', 'fruit and vegetable juices', 'beetroot juice', 'nitrate supplementation'","3.0","2019.0"
"'high-intensity interval training', 'muscle stretching exercises'","3.0","2019.0"
"'plyometric exercise', 'resistance training'","3.0","2019.0"
"'weight lifting'","3.0","2019.0"
"'high-intensity interval training', 'aerobic exercise'","3.0","2019.0"
"'dietary supplement'","2.0","2019.0"
"'fitness trackers'","2.0","2019.0"
"'body image'","2.0","2019.0"
"'muscle stretching exercises', 'physiotherapy'","2.0","2019.0"
"'ehealth device'","2.0","2019.0"
"'video-based education'","2.0","2019.0"
"'beverages', 'endurance training'","2.0","2019.0"
"'fasting'","2.0","2019.0"
"'dietary supplement', 'high-intensity interval training', 'beta-alanine'","2.0","2019.0"
"'resistance training', 'weight lifting'","2.0","2019.0"
"'facilitator to screening'","2.0","2019.0"
"'endurance training', 'heart rate variability biofeedback'","2.0","2019.0"
"'endurance training', 'muscle stretching exercises'","2.0","2019.0"
"'psychotherapy'","2.0","2019.0"
"'resistance training', 'resisted sled training'","2.0","2019.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'endurance training'","2.0","2019.0"
"'coffee', 'dietary supplement'","2.0","2019.0"
"'breathing exercises', 'endurance training'","2.0","2019.0"
"'muscle stretching exercises', 'resistance training'","2.0","2019.0"
"'diet', 'dietary carbohydrates', 'endurance training'","2.0","2019.0"
"'muscle stretching exercises', 'endurance training'","1.0","2019.0"
"'dietary supplement', 'endurance training'","1.0","2019.0"
"'energy drinks'","1.0","2019.0"
"'diet', 'food'","1.0","2019.0"
"'coffee', 'wrestling'","1.0","2019.0"
"'endurance training', 'fasting'","1.0","2019.0"
"'pneumatic compression'","1.0","2019.0"
"'dietary supplement', 'polyphenols', 'phytotherapy'","1.0","2019.0"
"'dance therapy', 'kinesio tapes'","1.0","2019.0"
"'dietary supplement', 'olive oil', 'palm oil', 'walking', 'polyphenols'","1.0","2019.0"
"'transcranial magnetic stimulation'","1.0","2019.0"
"'creatine', 'fasting'","1.0","2019.0"
"'dietary carbohydrates', 'diet', 'resistance training', 'food'","1.0","2019.0"
"'coffee', 'dietary supplement', 'endurance training'","1.0","2019.0"
"'muscle stretching exercises', 'virtual reality', 'kinesio tapes'","1.0","2019.0"
"'cool-down exercise', 'electric stimulation therapy', 'massage', 'compression garments', 'pneumatic compression', 'cold-water immersion'","1.0","2019.0"
"'cryotherapy', 'endurance training', 'resistance training', 'heart rate variability biofeedback'","1.0","2019.0"
"'endurance training', 'physiotherapy', 'bioresonance therapy'","1.0","2019.0"
"'diet', 'high-intensity interval training'","1.0","2019.0"
"'coffee', 'endurance training', 'diet'","1.0","2019.0"
"'cryotherapy', 'phototherapy', 'creatine', 'photobiomodulation', 'cold-water immersion'","1.0","2019.0"
"'coffee', 'melatonin', 'food', 'diet'","1.0","2019.0"
"'coffee', 'chewing gum', 'endurance training'","1.0","2019.0"
"'cryotherapy', 'endurance training'","1.0","2019.0"
"'coffee', 'aerobic exercise', 'heart rate variability biofeedback'","1.0","2019.0"
"'cognitive behavioral therapy', 'fitness trackers', 'mobile applications', 'smartphone'","1.0","2019.0"
"'coffee', 'dietary supplement', 'endurance training', 'resistance training'","1.0","2019.0"
"'high-intensity interval training', 'aerobic exercise', 'sodium bicarbonate'","1.0","2019.0"
"'cognitive behavioral therapy', 'ehealth device'","1.0","2019.0"
"'coffee', 'diet'","1.0","2019.0"
"'diet', 'dietary carbohydrates', 'amino acids'","1.0","2019.0"
"'curcuma', 'dietary supplement'","1.0","2019.0"
"'creatine', 'dietary supplement', 'endurance training', 'resistance training'","1.0","2019.0"
"'health education', 'hops'","1.0","2019.0"
"'endurance training', 'water exercise interventions'","1.0","2019.0"
"'baths'","1.0","2019.0"
"'carbohydrate-restricted diet', 'dietary carbohydrates', 'endurance training', 'resistance training'","1.0","2019.0"
"'mountaineering'","1.0","2019.0"
"'coffee', 'dietary supplement', 'creatine', 'sodium bicarbonate', 'beta-alanine'","1.0","2019.0"
"'anthocyanins', 'blackcurrant'","1.0","2019.0"
"'health education', 'transcranial direct current stimulation'","1.0","2019.0"
"'health education', 'muscle stretching exercises', 'walking'","1.0","2019.0"
"'plyometric exercise', 'resistance training', 'group intervention'","1.0","2019.0"
"'branched-chain amino acids', 'creatine', 'dietary supplement', 'endurance training', 'amino acids', 'beta-alanine'","1.0","2019.0"
"'cryotherapy'","1.0","2019.0"
"'dietary carbohydrates', 'fasting'","1.0","2019.0"
"'chiropractic manipulation'","1.0","2019.0"
"'carbohydrate-restricted diet', 'ketogenic diet', 'food', 'endurance training', 'diet'","1.0","2019.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'red meat', 'whey proteins', 'orange juice'","1.0","2019.0"
"'fasting', 'food', 'sodium bicarbonate', 'coffee'","1.0","2019.0"
"'compression stocking', 'compression garments'","1.0","2019.0"
"'fruit'","1.0","2019.0"
"'chocolate', 'polyphenols', 'diet'","1.0","2019.0"
"'endurance training', 'isoprostanes', 'creatine', 'arginine', 'food', 'nuts', 'fruit', 'cranberry', 'polyphenols'","1.0","2019.0"
"'muscle stretching exercises', 'baduanjin'","1.0","2019.0"
"'nitrate supplementation'","1.0","2019.0"
"'fatty acids, omega-3', 'vitamin d', 'creatine', 'iron'","1.0","2019.0"
"'music therapy'","1.0","2019.0"
"'breathing exercises'","1.0","2019.0"
"'endurance training', 'plyometric exercise'","1.0","2019.0"
"'calcium', 'dietary supplement', 'beta-alanine'","1.0","2019.0"
"'high-intensity interval training', 'endurance training', 'creatine'","1.0","2019.0"
"'dietary carbohydrates', 'endurance training', 'resistance training', 'soybean proteins', 'leucine'","1.0","2019.0"
"'cool-down exercise', 'diet', 'dietary supplement', 'massage', 'muscle stretching exercises'","1.0","2019.0"
"'milk', 'resistance training', 'endurance training', 'dairy products'","1.0","2019.0"
"'dietary supplement', 'fruit and vegetable juices', 'endurance training', 'beetroot juice', 'nitrate supplementation'","1.0","2019.0"
"'dietary supplement', 'amino acids', 'protein supplementation'","1.0","2019.0"
"'beverages', 'aerobic exercise'","1.0","2019.0"
"'dietary supplement', 'food', 'creatine', 'beetroot juice', 'beta-alanine', 'coffee'","1.0","2019.0"
"'endurance training', 'phototherapy', 'photobiomodulation', 'low-level laser therapy'","1.0","2019.0"
"'coffee', 'endurance training', 'resistance training', 'tea', 'plants'","1.0","2019.0"
"'compression bandages', 'cryotherapy', 'electric stimulation therapy', 'massage', 'physiotherapy', 'ultrasonic therapy', 'manual therapy'","1.0","2019.0"
"'high-intensity interval training', 'endurance training', 'muscle stretching exercises'","1.0","2019.0"
"'exercise movement techniques'","1.0","2019.0"
"'dairy products', 'dietary carbohydrates', 'diet', 'vitamin d', 'calcium'","1.0","2019.0"
"'endurance training', 'resistance training', 'aerobic exercise'","1.0","2019.0"
"'chocolate', 'polyphenols'","1.0","2019.0"
"'muscle stretching exercises', 'physiotherapy', 'kinesio tapes'","1.0","2019.0"
"'electric stimulation therapy', 'muscle stretching exercises'","1.0","2019.0"
"'muscle stretching exercises', 'resistance training', 'aerobic exercise', 'exercise interventions'","1.0","2019.0"
"'high-intensity interval training', 'hyperbaric oxygenation'","1.0","2019.0"
"'water exercise interventions'","1.0","2019.0"
"'psychological interventions'","1.0","2019.0"
"'food', 'endurance training'","1.0","2019.0"
"'compression stocking'","1.0","2019.0"
"'dietary carbohydrates', 'endurance training'","1.0","2019.0"
"'osteopathic manipulation', 'muscle stretching exercises'","1.0","2019.0"
"'exercise interventions'","1.0","2019.0"
"'high-intensity interval training', 'probiotics', 'creatine', 'amino acids', 'lactobacillus plantarum'","1.0","2019.0"
"'dietary carbohydrates', 'beverages', 'endurance training'","1.0","2019.0"
"'acupuncture', 'massage', 'mind-body therapies', 'yoga', 'non pharmacological interventions'","1.0","2019.0"
"'high-intensity interval training', 'wrestling'","1.0","2019.0"
"'dietary supplement', 'flavonoids', 'polyphenols'","1.0","2019.0"
"'muscle stretching exercises', 'plyometric exercise', 'resistance training'","1.0","2019.0"
"'arginine', 'carnitine', 'dietary supplement', 'glutamine', 'creatine', 'amino acids'","1.0","2019.0"
"'diet', 'dietary carbohydrates', 'dietary fats', 'vitamin d', 'food', 'folic acid'","1.0","2019.0"
"'coffee', 'aerobic exercise'","1.0","2019.0"
"'muscle stretching exercises', 'aerobic exercise', 'high-intensity interval training'","1.0","2019.0"
"'thermalism', 'muscle stretching exercises', 'creatine', 'cold-water immersion'","1.0","2019.0"
"'vitamin d'","1.0","2019.0"
"'diet', 'endurance training', 'resistance training'","1.0","2019.0"
"'dietary supplement', 'probiotics', 'food'","1.0","2019.0"
"'endurance training', 'pulmonary rehabilitation', 'health education'","1.0","2019.0"
"'coffee', 'diet', 'endurance training', 'resistance training'","1.0","2019.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'energy drinks', 'creatine', 'milk', 'food'","1.0","2019.0"
"'creatine', 'dietary supplement', 'food'","1.0","2019.0"
"'electric stimulation therapy', 'walking'","1.0","2019.0"
"'high-intensity interval training', 'physiotherapy', 'exercise interventions'","1.0","2019.0"
"'dietary supplement', 'whey proteins', 'resistance training', 'food', 'protein supplementation'","1.0","2019.0"
"'iron'","1.0","2019.0"
"'muscle stretching exercises', 'massage'","1.0","2019.0"
"'coffee', 'endurance training'","1.0","2019.0"
"'dietary carbohydrates', 'diet', 'endurance training', 'food', 'coffee'","1.0","2019.0"
"'oscillating positive expiratory pressure'","1.0","2019.0"
"'carbohydrate-restricted diet', 'endurance training', 'high-intensity interval training'","1.0","2019.0"
"'mediterranean diet', 'endurance training', 'diet', 'aerobic exercise'","1.0","2019.0"
"'health education', 'alcoholic beverages'","1.0","2019.0"
"'stress management', 'cognitive behavioral therapy', 'psychotherapy', 'psychological interventions'","1.0","2019.0"
"'arginine', 'coffee', 'carnitine', 'creatine', 'glutamine', 'taurine'","1.0","2019.0"
"'vitamin d3', 'dietary supplement', 'vitamin d', 'vitamins', 'creatine'","1.0","2019.0"
"'dietary supplement', 'sodium bicarbonate', 'beta-alanine'","1.0","2019.0"
"'diet', 'ketogenic diet'","1.0","2019.0"
"'energy drinks', 'coffee'","1.0","2019.0"
"'resistance training', 'aerobic exercise'","1.0","2019.0"
"'amino acids', 'dietary supplement', 'probiotics', 'diet'","1.0","2019.0"
"'vitamin c', 'creatine', 'dietary supplement', 'resistance training', 'vitamin e', 'vitamins', 'antioxidant supplementation'","1.0","2019.0"
"'dietary supplement', 'magnesium', 'creatine'","1.0","2019.0"
"'diet', 'vegetarian diet', 'fruit', 'food', 'endurance training', 'vegetables', 'plants'","1.0","2019.0"
"'dietary supplement', 'vegetables', 'beetroot juice', 'nitrate supplementation'","1.0","2019.0"
"'dietary supplement', 'fruit', 'vegetables', 'polyphenols'","1.0","2019.0"
"'vitamin d3', 'dietary supplement', 'vitamin d', 'vitamins'","1.0","2019.0"
"'diet', 'ginseng', 'mentha piperita', 'plants', 'ginkgo', 'polyphenols', 'phytotherapy', 'coffee'","1.0","2019.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'whey proteins', 'diet', 'creatine', 'protein supplementation', 'resistance training'","1.0","2019.0"
"'counseling'","1.0","2019.0"
"'food'","1.0","2019.0"
"'massage', 'cryotherapy', 'vegetables', 'phytotherapy', 'fruit'","1.0","2019.0"
"'chinese herbal drugs', 'traditional chinese medicine', 'polyphenols', 'phytotherapy', 'dietary supplement'","1.0","2019.0"
"'resistance training', 'prehabilitation'","1.0","2019.0"
"'mindfulness', 'meditation'","1.0","2019.0"
"'electric stimulation therapy', 'muscle stretching exercises', 'walking'","1.0","2019.0"
"'dietary supplement', 'beetroot juice', 'nitrate supplementation'","1.0","2019.0"
"'hops'","1.0","2019.0"
"'diet', 'health education', 'muscle stretching exercises'","1.0","2019.0"
"'high-intensity interval training', 'therapeutic game', 'virtual reality', 'exergaming'","1.0","2019.0"
"'dietary supplement', 'resistance training'","1.0","2019.0"
"'endurance training', 'physiotherapy'","1.0","2019.0"
"'non pharmacological interventions'","1.0","2019.0"
"'health education', 'psychological interventions'","1.0","2019.0"
"'coffee', 'resistance training', 'wheel exercise'","1.0","2019.0"
"'arginine', 'l-citrulline'","1.0","2019.0"
"'dietary carbohydrates', 'dietary supplement', 'glutamine', 'food'","1.0","2019.0"
"'melatonin'","1.0","2019.0"
"'massage', 'muscle stretching exercises', 'resistance training'","1.0","2019.0"
"'cryotherapy', 'ice ingestion'","1.0","2019.0"
"'massage', 'muscle stretching exercises', 'manual therapy'","1.0","2019.0"
"'diet', 'dietary carbohydrates'","1.0","2019.0"
"'diet', 'dietary supplement', 'mountaineering', 'iron'","1.0","2019.0"
"'phototherapy', 'photobiomodulation'","1.0","2019.0"
"'walking', 'heart rate variability biofeedback'","1.0","2019.0"
"'muscle stretching exercises', 'resistance training', 'high-intensity interval training'","1.0","2019.0"
"'resistance training', 'creatine', 'heart rate variability biofeedback'","1.0","2019.0"
"'dietary supplement', 'endurance training', 'beta-alanine'","1.0","2019.0"
"'muscle stretching exercises', 'health education'","1.0","2019.0"
"'psychotherapy', 'physiotherapy', 'bovine colostrum', 'rice', 'leucine', 'coffee'","1.0","2019.0"
"'dietary carbohydrates', 'food', 'potatoes'","1.0","2019.0"
"'calcium'","1.0","2019.0"
"'whole-body electromyostimulation'","1.0","2019.0"
"'carbohydrate-restricted diet', 'dietary carbohydrates', 'diet', 'food'","1.0","2019.0"
"'dietary supplement', 'diet'","1.0","2019.0"
"'creatine', 'cold-water immersion'","1.0","2019.0"
"'endurance training', 'creatine'","1.0","2019.0"
"'beverages', 'endurance training', 'dietary sodium', 'diet'","1.0","2019.0"
"'dietary carbohydrates', 'dietary supplement', 'resistance training', 'whey proteins', 'food'","1.0","2019.0"
"'resistance training', 'electric stimulation therapy'","1.0","2019.0"
"'chiropractic manipulation', 'manual therapy'","1.0","2019.0"
"'mindfulness'","1.0","2019.0"
"'physiotherapy', 'walking', 'kinesio tapes'","1.0","2019.0"
"'beverages', 'dietary carbohydrates', 'isomaltulose'","1.0","2019.0"
"'fruit', 'anthocyanins'","1.0","2019.0"
"'muscle stretching exercises', 'kinesio tapes'","1.0","2019.0"
"'personalised computer based information'","1.0","2019.0"
"'body image', 'diet'","1.0","2019.0"
"'endurance training', 'muscle stretching exercises', 'plyometric exercise'","1.0","2019.0"
"'beverages', 'dietary carbohydrates'","1.0","2019.0"
"'physiotherapy', 'muscle stretching exercises', 'transcutaneous electric nerve stimulation', 'electric stimulation therapy'","1.0","2019.0"
"'fitness trackers', 'mobile applications'","1.0","2019.0"
"'dietary supplement', 'nitrate supplementation'","1.0","2019.0"
"'diet', 'dietary supplement', 'endurance training', 'food'","1.0","2019.0"
"'creatine', 'dietary supplement'","1.0","2019.0"
"'cryotherapy', 'bandages'","1.0","2019.0"
"'massage', 'creatine', 'acupressure'","1.0","2019.0"
"'aerobic exercise', 'photobiomodulation'","1.0","2019.0"
"'muscle stretching exercises', 'walking'","1.0","2019.0"
"'dance therapy'","1.0","2019.0"
"'calcium', 'dairy products', 'dietary supplement', 'vitamin d'","1.0","2019.0"
"'diet', 'resistance training'","1.0","2019.0"
"'breathing exercises', 'endurance training', 'physiotherapy'","1.0","2019.0"
"'chinese herbal drugs', 'endurance training', 'traditional chinese medicine'","1.0","2019.0"
"'phytotherapy', 'quercetin', 'luteolin', 'polyphenols'","1.0","2019.0"
"'dietary carbohydrates', 'diet', 'food'","1.0","2019.0"
"'endurance training', 'transcranial direct current stimulation'","1.0","2019.0"
"'arginine', 'dietary supplement', 'food', 'therapeutic game'","1.0","2019.0"
"'dietary supplement', 'iron'","1.0","2019.0"
"'dietary supplement', 'taurine', 'amino acids'","1.0","2019.0"
"'dietary carbohydrates', 'dietary supplement'","1.0","2019.0"
"'endurance training', 'exercise interventions'","1.0","2019.0"
"'muscle stretching exercises', 'electric stimulation therapy'","1.0","2019.0"
"'physiotherapy', 'virtual reality', 'walking'","1.0","2019.0"
"'breathing exercises', 'endurance training', 'resistance training'","1.0","2019.0"
"'endurance training', 'iron'","1.0","2019.0"
"'vitamin d', 'calcium'","1.0","2019.0"
"'beverages', 'muscle stretching exercises'","1.0","2019.0"
"'manual therapy'","1.0","2019.0"
"'plyometric exercise', 'resisted sled training'","1.0","2019.0"
"'cognitive behavioral therapy', 'music therapy'","1.0","2019.0"
"'dietary supplement', 'endurance training', 'luteolin', 'polyphenols', 'phytotherapy'","1.0","2019.0"
"'mobile applications'","1.0","2019.0"
"'massage', 'foot reflexology', 'reflexology', 'heart rate variability biofeedback'","1.0","2019.0"
"'dietary supplement', 'fruit and vegetable juices', 'beetroot juice'","1.0","2019.0"
"'diet', 'eicosapentaenoic acid', 'fatty acids, omega-3', 'docosahexaenoic acid'","1.0","2019.0"
"'high-intensity interval training', 'cold-water immersion'","1.0","2019.0"
"'vitamin d', 'vitamins'","1.0","2019.0"
"'muscle stretching exercises', 'pilates', 'resistance training'","1.0","2019.0"
"'coffee', 'dairy products', 'creatine', 'calcium', 'iron', 'sodium bicarbonate', 'beta-alanine'","1.0","2019.0"
"'diet', 'health education'","1.0","2019.0"
"'diet', 'dietary carbohydrates', 'fruit', 'melatonin', 'vitamin b complex', 'tart cherry juice', 'cherry juice'","1.0","2019.0"
"'endurance training'","27.0","2003.0"
"'muscle stretching exercises'","19.0","2003.0"
"'endurance training', 'muscle stretching exercises'","6.0","2003.0"
"'resistance training'","4.0","2003.0"
"'physiotherapy', 'muscle stretching exercises'","3.0","2003.0"
"'endurance training', 'aerobic exercise'","2.0","2003.0"
"'bandages'","2.0","2003.0"
"'creatine', 'dietary supplement', 'endurance training'","2.0","2003.0"
"'dietary supplement', 'endurance training'","2.0","2003.0"
"'endurance training', 'resistance training'","2.0","2003.0"
"'physiotherapy'","2.0","2003.0"
"'personalised computer based information'","2.0","2003.0"
"'health education'","2.0","2003.0"
"'creatine'","2.0","2003.0"
"'creatine', 'dietary supplement'","2.0","2003.0"
"'counseling'","2.0","2003.0"
"'heart rate variability biofeedback'","1.0","2003.0"
"'endurance training', 'walking'","1.0","2003.0"
"'dietary carbohydrates', 'dietary supplement', 'diet', 'endurance training', 'vitamin c', 'coffee'","1.0","2003.0"
"'dietary carbohydrates', 'dietary fats'","1.0","2003.0"
"'calcium'","1.0","2003.0"
"'endurance training', 'heart rate variability biofeedback'","1.0","2003.0"
"'muscle stretching exercises', 'non pharmacological interventions'","1.0","2003.0"
"'diet', 'food', 'muscle stretching exercises'","1.0","2003.0"
"'muscle stretching exercises', 'virtual reality'","1.0","2003.0"
"'diet', 'safflower oil', 'food'","1.0","2003.0"
"'dietary carbohydrates', 'endurance training'","1.0","2003.0"
"'endurance training', 'weight lifting'","1.0","2003.0"
"'dietary supplement', 'diet', 'food', 'calcium', 'vitamins', 'minerals', 'meat products', 'iron'","1.0","2003.0"
"'food', 'iron'","1.0","2003.0"
"'ginkgo', 'phytotherapy', 'dietary supplement'","1.0","2003.0"
"'creatine', 'dietary supplement', 'endurance training', 'aerobic exercise'","1.0","2003.0"
"'creatine', 'dietary supplement', 'diet'","1.0","2003.0"
"'electric stimulation therapy', 'endurance training'","1.0","2003.0"
"'magnetic therapy', 'endurance training'","1.0","2003.0"
"'dietary carbohydrates', 'endurance training', 'diet'","1.0","2003.0"
"'low-calorie diet', 'diet', 'muscle stretching exercises', 'food', 'iron', 'folic acid'","1.0","2003.0"
"'endurance training', 'diet'","1.0","2003.0"
"'coffee', 'endurance training'","1.0","2003.0"
"'muscle stretching exercises', 'relaxation therapy', 'resistance training', 'aerobic exercise'","1.0","2003.0"
"'beverages', 'dietary supplement', 'food', 'muscle stretching exercises', 'fruit', 'iron', 'iodine'","1.0","2003.0"
"'endurance training', 'weight lifting', 'aerobic exercise'","1.0","2003.0"
"'calcium', 'magnesium'","1.0","2003.0"
"'creatine', 'dietary supplement', 'weight lifting', 'resistance training'","1.0","2003.0"
"'creatine', 'dietary supplement', 'weight lifting'","1.0","2003.0"
"'dietary carbohydrates', 'dietary supplement', 'muscle stretching exercises'","1.0","2003.0"
"'amino acids', 'endurance training', 'arginine', 'taurine', 'leucine'","1.0","2003.0"
"'psychotherapy'","1.0","2003.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training'","1.0","2003.0"
