pmid|doi|ttl|jn|pub|dis|pop|out|abs|eff
32213783|10.1519/JSC.0000000000003500|effects of velocity loss during body mass prone-grip pull-up training on strength and endurance performance|Journal of strength and conditioning research|2020-04-01|['Undefined']|['Adult']|['velocity', 'endurance', 'strength']|"Sánchez-Moreno, M, Cornejo-Daza, PJ, González-Badillo, JJ, and Pareja-Blanco, F. Effects of velocity loss during body mass prone-grip pull-up training on strength and endurance performance. J Strength Cond Res 34(4): 911-917, 2020-This study aimed to analyze the effects of 2 pull-up (PU) training programs that differed in the magnitude of repetition velocity loss allowed in each set (25% velocity loss ""VL25"" vs. 50% velocity loss ""VL50"") on PU performance. Twenty-nine strength-trained men (age = 26.1 ± 6.3 years, body mass [BM] = 74.2 ± 6.4 kg, and 15.9 ± 4.9 PU repetitions to failure) were randomly assigned to 2 groups: VL25 (n = 15) or VL50 (n = 14) and followed an 8-week (16 sessions) velocity-based BM prone-grip PU training program. Mean propulsive velocity (MPV) was monitored in all repetitions. Assessments performed at pre-training and post-training included estimated 1 repetition maximum; average MPV attained with all common external loads used during pre-training and post-training testing (AVinc); peak MPV lifting one's own BM (MPVbest); maximum number of repetitions to failure lifting one's own BM (MNR); and average MPV corresponding to the same number of repetitions lifting one's own BM performed during pre-training testing (AVMNR). VL25 attained significantly greater gains than VL50 in all analyzed variables except in MNR (P < 0.05). In addition, VL25 improved significantly (P < 0.001) in all the evaluated variables while VL50 remained unchanged. In conclusion, our results suggest that once a 25% velocity loss is achieved during PU training, further repetitions did not elicit additional gains and can even blunt the improvement in strength and endurance performance."|[{'npi': 'physical activity', 'out': 'velocity', 'dis': 'Undefined', 'eff': 2}, {'npi': 'endurance training', 'out': 'velocity', 'dis': 'Undefined', 'eff': 2}, {'npi': 'resistance training', 'out': 'velocity', 'dis': 'Undefined', 'eff': 2}]
32176862||the effect of exercise training on total daily energy expenditure and body composition in weight-stable adults: a randomized, controlled trial|Journal of physical activity & health|2020-04-01|['Overweight']|['Adult']|['weight', 'fat mass', 'energy balance', 'balance']|The present study examined, among weight-stable overweight or obese adults, the effect of increasing doses of exercise energy expenditure (EEex) on changes in total daily energy expenditure (TDEE), total body energy stores, and body composition. Healthy, sedentary overweight/obese young adults were randomized to one of 3 groups for a period of 26 weeks: moderate-exercise (EEex goal of 17.5 kcal/kg/wk), high-exercise (EEex goal of 35 kcal/kg/wk), or observation group. Individuals maintained body weight within 3% of baseline. Pre/postphysical activity between-group measurements included body composition, calculated energy intake, TDEE, energy stores, and resting metabolic rate. Sixty weight-stable individuals completed the protocols. Exercise groups increased EEex in a stepwise manner compared with the observation group (P < .001). There was no group effect on changes in TDEE, energy intake, fat-free mass, or resting metabolic rate. Fat mass and energy stores decreased among the females in the high-exercise group (P = .007). The increase in EEex did not result in an equivalent increase in TDEE. There was a sex difference in the relationship among energy balance components. These results suggest a weight-independent compensatory response to exercise training with potentially a sex-specific adjustment in body composition.|[{'npi': 'physical activity', 'out': 'fat mass', 'dis': 'Overweight', 'eff': 3}]
32109881||the prevalence and 5-year incidence rate of low physical activity in an urban population of 10,000 in southeastern iran: relationship with other cardiovascular risk factors|Journal of physical activity & health|2020-04-01|['Cardiovascular diseases', 'Diabetes', 'Overweight']|['Adolescent', 'Adult']|['cardiovascular risk', 'weight', 'behavior, addictive']|Because of high prevalence of coronary artery diseases (CADs) in Iran and their relationship with low physical activity (LPA), this study aimed to measure the epidemic size of LPA, its incidence rate, and its relationship with other CAD risk factors in Kerman, Iran. About 10,000 adults were randomly recruited through single-stage cluster sampling. Demographic characteristics, biochemical variables, smoking, opium use, mental status, and physical activities were assessed. The relationship between LPA and 7 other CAD risk factors was measured. Five-year incidence rate of LPA was calculated according to the data from the physically active participants in the first phase of the study (n = 3416) who attended the second phase after 5 years. The prevalence of low, moderate, and intense physical activity was 47.2%, 34.8%, and 18.0%, respectively. LPA rose from 45.1% to 62.2% after the age of 25 years. Women had higher LPA than men. Participants with LPA had significantly higher chance of cigarette smoking, diabetes, overweight/obesity, hypertension, and opium addiction. Five-year incidence rate of LPA was 5.1 persons/100 person-years among physically active population. Almost half of the studied population suffering from LPA was at risk of CAD. Such risky lifestyle pattern while worsened in the last 5 years makes the emerging of CAD epidemic unavoidable, if appropriate timely interventions not being in place accordingly.|[{'npi': 'physical activity', 'out': 'cardiovascular risk', 'dis': 'Cardiovascular diseases', 'eff': 3}, {'npi': 'physical activity', 'out': 'cardiovascular risk', 'dis': 'Diabetes', 'eff': 3}, {'npi': 'physical activity', 'out': 'cardiovascular risk', 'dis': 'Overweight', 'eff': 3}, {'npi': 'physical activity', 'out': 'behavior, addictive', 'dis': 'Cardiovascular diseases', 'eff': 3}, {'npi': 'physical activity', 'out': 'behavior, addictive', 'dis': 'Diabetes', 'eff': 3}, {'npi': 'physical activity', 'out': 'behavior, addictive', 'dis': 'Overweight', 'eff': 3}]
32100628|10.1080/02640414.2020.1734299|differences in the magnitude and reliability of velocity variables collected during 3 variants of the bench press exercise|Journal of sports sciences|2020-04-01|['Undefined']|['Adolescent', 'Adult']|['velocity', 'movement velocity', 'strength']|This study aimed to compare the reliability and magnitude of velocity variables between 3 variants of the bench press (BP) exercise in participants with and without BP training experience. Thirty males, 15 with and 15 without BP experience, randomly performed 3 variants of the BP on separate sessions: (I) concentric-only, (II) fast-eccentric and (III) controlled-eccentric. The mean velocity (MV) and maximum velocity (V max ) of the concentric phase were collected against 3 loads (≈30%1RM, 50%1RM, and 75%1RM) with a linear velocity transducer. Reliability was high regardless of the variable, BP variant, and load (coefficient of variation [CV] ≤ 4.47%, intraclass correlation coefficient [ICC] ≥ 0.87). The comparison of the CVs suggested a higher reliability for the fast-eccentric BP (8 out of 12 comparisons), followed by the concentric-only BP (5 out of 12 comparisons), and finally the controlled-eccentric BP (never provided a higher reliability). No differences in reliability were observed between experienced (CV ≤ 4.71%; ICC ≥ 0.79) and non-experienced (CV ≤ 6.29%; ICC ≥ 0.76) participants. The fast-eccentric BP provided the highest MV ( p < 0.05) and no differences were observed for V max . These results support the assessment of movement velocity during the fast-eccentric BP even in participants without experience.|[{'npi': 'physical activity', 'out': 'velocity', 'dis': 'Undefined', 'eff': 3}, {'npi': 'physical activity', 'out': 'movement velocity', 'dis': 'Undefined', 'eff': 3}, {'npi': 'resistance training', 'out': 'velocity', 'dis': 'Undefined', 'eff': 3}, {'npi': 'resistance training', 'out': 'movement velocity', 'dis': 'Undefined', 'eff': 3}]
31937123|10.1177/0269215519901153|the impact of a patient-directed activity program on functional outcomes and activity participation after stroke during inpatient rehabilitation-a randomized controlled trial|Clinical rehabilitation|2020-04-01|['Stroke']|['Adult', 'Elderly']|['rehabilitation', 'balance', 'range of motion', 'self-efficacy', 'memory']|"Individuals post stroke are inactive, even during rehabilitation, contributing to ongoing disability and risk of secondary health conditions. Our aims were to (1) conduct a randomized controlled trial to examine the efficacy of a ""Patient-Directed Activity Program"" on functional outcomes in people post stroke during inpatient rehabilitation and (2) examine differences three months post inpatient rehabilitation discharge. Randomized control trial. Inpatient rehabilitation facility. Patients admitted to inpatient rehabilitation post stroke. Patient-Directed Activity Program (PDAP) or control (usual care only). Both groups underwent control (three hours of therapy/day), while PDAP participants were prescribed two additional 30-minute activity sessions/day. Outcomes (Stroke Rehabilitation Assessment of Movement Measure, Functional Independence Measure, balance, physical activity, Stroke Impact Scale) were collected at admission and discharge from inpatient rehabilitation and three-month follow-up. Seventy-three patients (PDAP ( n = 37); control ( n = 36)) were included in the primary analysis. Patients in PDAP completed a total of 23.1 ± 16.5 sessions (10.7 ± 8.5 upper extremity; 12.4 ± 8.6 lower extremity) during inpatient rehabilitation. No differences were observed between groups at discharge in functional measures. PDAP completed significantly more steps/day (PDAP = 657.70 ± 655.82, control = 396.17 ± 419.65; P = 0.022). The Stroke Impact Scale showed significantly better memory and thinking (PDAP = 86.2 ± 11.4, control = 80.8 ± 16.7; P = 0.049), communication (PDAP = 93.6 ± 8.3, control = 89.6 ± 12.4; P = 0.042), mobility (PDAP = 62.2 ± 22.5, control = 53.8 ± 21.8; P = 0.038), and overall recovery from stroke (PDAP = 62.1 ± 19.1, control = 52.2 ± 18.7; P = 0.038) for PDAP compared to control. At three months post discharge, PDAP ( n = 11) completed significantly greater physical activity ( P = 0.014; 3586.5 ± 3468.5 steps/day) compared to control ( n = 10; 1760.9 ± 2346.3 steps/day). Functional outcome improvement was comparable between groups; however, PDAP participants completed more steps and perceived greater recovery."|[{'npi': 'physical activity', 'out': 'rehabilitation', 'dis': 'Stroke', 'eff': 3}, {'npi': 'physical activity', 'out': 'balance', 'dis': 'Stroke', 'eff': 3}, {'npi': 'physical activity', 'out': 'range of motion', 'dis': 'Stroke', 'eff': 3}]
31935774|10.1055/a-1073-7977|pelvic floor muscle training in female athletes: a randomized controlled pilot study|International journal of sports medicine|2020-04-01|['Undefined']|['Adolescent', 'Adult']|['stress', 'strength']|The aim of this study was to investigate the effects of pelvic floor muscles training in elite female volleyball athletes and whether it is an effective therapy for stress urinary incontinence. Fourteen athletes, both continent and incontinent, between 18 and 30 years of age, were randomly assigned to an experimental group or a control group. The experimental group received a protocol for pelvic floor muscle training for 4 months. This consisted of three phases: awareness/stabilization, strength training and power. The control group was not subject to any intervention during the same period. Measures were collected at the initial and final phase for both groups. Maximum voluntary contractions were evaluated with a perineometer, involuntary urine loss with a Pad test and quality of life with the King's Health Questionnaire. Baseline sociodemographic and anthropometric characteristics were not significantly different. Comparing the two groups, the experimental group improved maximum voluntary pelvic contractions (p<0.001) and reduced urine loss (p=0.025), indicating the existence of significant differences between groups in the variation from the initial and final phases. The percentage of urine loss decreased in the experimental group, from 71.4-42.9%, suggesting that the protocol intervention for 16 weeks may help athletes with stress urinary incontinence.|[{'npi': 'physical activity', 'out': 'strength', 'dis': 'Undefined', 'eff': 3}, {'npi': 'resistance training', 'out': 'strength', 'dis': 'Undefined', 'eff': 3}, {'npi': 'pelvic floor muscle training', 'out': 'strength', 'dis': 'Undefined', 'eff': 3}]
31918574|10.1177/0269215519897414|effects of kinesiotaping and exercise program on patients with obesity-induced coccydynia: a randomized, double-blinded, sham-controlled clinical trial|Clinical rehabilitation|2020-04-01|['Back Pain']|['Adult']|['pain', 'activities of daily living', 'range of motion']|To investigate the effect of kinesiotaping and a designed exercise program versus sham kinesiotaping and the same exercise program on pain, range of motion, and activities of daily living in obese patients suffering from coccydynia. A double-blinded, randomized, sham-controlled trial. Outpatient, Cairo University hospitals. Sixty patients with coccydynia randomized equally into kinesiotape plus exercise and sham kinesiotape plus exercise groups. The kinesiotape was worn for three days and replaced for three weeks. Each patient practiced exercises for three weeks. All patients were examined by visual analogue scale (VAS) for rating pain, Modified Modified Schober Test (MMST), and Oswestry Disability Index (ODI). All outcomes were measured at baseline, three weeks postintervention, and four weeks follow-up. There were no statistically significant differences between groups at baseline ( P < 0.05), but there were statistically significant differences between groups for pain score, MMST, and ODI at post and follow-up data in favor of the kinesiotape group ( P < 0.001). For the three weeks postintervention, mean (SD) for pain score, MMST, and ODI was 33.07 ± 3.8, 6.6 ± 0.7, and 8.7 ± 2.1 in the study group and 39.9 ± 4.7, 5.8 ± 1.4, and 14.4 ± 2.7 in the control group, respectively. For the four weeks follow-up, mean (SD) for pain score, MMST, and ODI was 32.2 ± 3.4, 7.13 ± 0.6, and 7.2 ± 1.8 in the study group and 40.9 ± 4.4, 6.6 ± 0.75, and 13 ± 2 in the control group, respectively. Experimental kinesiotape intervention and exercise program provided significant improvements in pain, range of motion, and disability. It is suggested as an adjunctive therapy in treating obese patients with coccydynia.|[{'npi': 'physical activity', 'out': 'pain', 'dis': 'Back Pain', 'eff': 3}, {'npi': 'physical activity', 'out': 'activities of daily living', 'dis': 'Back Pain', 'eff': 3}, {'npi': 'physical activity', 'out': 'range of motion', 'dis': 'Back Pain', 'eff': 3}, {'npi': 'physiotherapy', 'out': 'pain', 'dis': 'Back Pain', 'eff': 3}, {'npi': 'physiotherapy', 'out': 'activities of daily living', 'dis': 'Back Pain', 'eff': 3}, {'npi': 'physiotherapy', 'out': 'range of motion', 'dis': 'Back Pain', 'eff': 3}]
30272625|10.1519/JSC.0000000000002847|resistance training performed with single and multiple sets induces similar improvements in muscular strength, muscle mass, muscle quality, and igf-1 in older women: a randomized controlled trial|Journal of strength and conditioning research|2020-04-01|['Undefined']|['Elderly', 'Adult']|['muscle mass', 'strength', 'muscle strength']|Cunha PM, Nunes JP, Tomeleri CM, Nascimento MA, Schoenfeld BJ, Antunes M, Gobbo LA, Teixeira D, and Cyrino ES. Resistance training performed with single and multiple sets induces similar improvements in muscular strength, muscle mass, muscle quality, and IGF-1 in older women: A randomized controlled trial. J Strength Cond Res 34(4): 1008-1016, 2020-The purpose of this study was to compare the effects between single set vs. multiple sets of resistance training (RT) on measures of muscular strength, muscle mass, muscle quality (MQ), and insulin-like growth factor 1 (IGF-1) in untrained healthy older women. Sixty-two older women were randomly assigned to 1 of the 3 groups: single-set RT (SS, n = 21), multiple-sets RT (MS, n = 20), or nontraining control (CG, n = 21). Both training groups performed RT for 12 weeks, using 8 exercises of 10-15 repetitions maximum for each exercise. The SS group performed only 1 set per exercise, whereas MS performed 3 sets. Anthropometry, muscle strength (1RM tests), lean soft tissue (LST), and MQ from upper limbs (UL) and lower limbs (LL), and IGF-1 were measured before and after training. Both training groups showed significant pre-training to post-training increases for UL1RM (SS: 37.1%, MS: 27.3%, CG: -3.0%), LL1RM (SS: 16.3%, MS: 21.7%, CG: -0.7%), ULLST (SS: 7.8%, MS: 8.8%, CG: -1.1%), LLLST (SS: 5.6%, MS: 6.3%, CG: -0.8%), upper-limb muscle quality (SS: 25.2%, MS: 16.7%, CG: -0.2%), lower-limb muscle quality (SS: 10.5%, MS: 15.4%, CG: -3.5%), and IGF-1 (SS: +7.1%, MS: +10.1%, CG: -2.2%). We conclude that both SS and MS produce similar increases in muscular strength, LST, and MQ of upper and lower limbs, and IGF-1 after 12 weeks of RT in untrained older women. Our results suggest that, in the early stages, the RT regardless number of sets is effective for improving muscular outcomes in this population.|[{'npi': 'physical activity', 'out': 'muscle mass', 'dis': 'Undefined', 'eff': 3}, {'npi': 'physical activity', 'out': 'muscle strength', 'dis': 'Undefined', 'eff': 3}, {'npi': 'resistance training', 'out': 'muscle mass', 'dis': 'Undefined', 'eff': 3}, {'npi': 'resistance training', 'out': 'muscle strength', 'dis': 'Undefined', 'eff': 3}]
29864052|10.1519/JSC.0000000000002620|effects of combining running and practical duration stretching on proprioceptive skills of national sprinters|Journal of strength and conditioning research|2020-04-01|['Undefined']|['Adolescent', 'Adult']|['balance', 'strength']|Romero-Franco, N, Párraga-Montilla, JA, Molina-Flores, EM, and Jiménez-Reyes, P. Effects of combining running and practical duration stretching on proprioceptive skills of national sprinters. J Strength Cond Res 34(4): 1158-1165, 2020-Practical duration stretching after aerobic activities is a recommended component of the first part of warm-up because of its effects on performance. However, its effects on proprioceptive skills are unknown. This study aimed to analyze the effects of running and practical duration static stretching (SS) and dynamic stretching (DS) on postural balance and the joint position sense (JPS) of national sprinters. Thirty-two national sprinters were randomly classified into a SS group (n = 11), DS group (n = 11), or control group (n = 10). Static stretching performed 5 minutes of running and short-duration (20 seconds) static stretches; DS performed 5 minutes of running and short-duration dynamic (20 seconds) stretches; and the control group performed 5 minutes of running. Before and after the intervention, unipedal static postural balance and knee JPS were evaluated. Static stretching exhibited a more centralized center of pressure in the medial-lateral plane for unipedal static postural balance in right-leg support after stretching (p = 0.005, d = 1.24), whereas DS showed values further from the center after stretching for the same unipedal support compared with baseline (p = 0.042, d = 0.49), and the control group remained stable (p > 0.05). Joint position sense did not show significant differences in any group (p > 0.05). In conclusion, combining running and practical duration SS may be beneficial for right-leg postural stabilization, whereas DS may be partly and slightly deleterious. Both SS and DS combined with running and running alone have neutral effects on knee JPS. Sports professionals should consider running and practical duration SS as part of the warm-up of sprinters to partly improve unipedal static postural balance.|[{'npi': 'muscle stretching exercises', 'out': 'balance', 'dis': 'Undefined', 'eff': 3}, {'npi': 'running', 'out': 'balance', 'dis': 'Undefined', 'eff': 2}, {'npi': 'sports', 'out': 'balance', 'dis': 'Undefined', 'eff': 2}, {'npi': 'physical activity', 'out': 'balance', 'dis': 'Undefined', 'eff': 2}]
31865505|10.1007/s10067-019-04892-9|a periodized training attenuates thigh intermuscular fat and improves muscle quality in patients with knee osteoarthritis: results from a randomized controlled trial|Clinical rheumatology|2020-04-01|['Osteoarthritis']|['Adult']|['muscle mass', 'strength']|To analyze the influence of a 14-week periodized circuit training (CT) protocol on thigh intermuscular fat and muscle quality (force per unit area of lean tissue) in patients with knee osteoarthritis (KOA). Randomized controlled trial METHODS: Sixty-one selected participants with KOA grades 2 and 3, 40-65 years old, and BMI < 30 kg/m 2 were randomized into three groups: CT, conventional strength training (ST), and educational protocol (EP). The CT and ST protocols consisted of 14-week training protocols conducted 3 times a week. The CT group performed exercises stratified as light, moderate, and intense, arranged progressively in a circuit model. The ST group performed conventional strength exercises, and the EP group participated in lectures twice a month about healthy lifestyles. Baseline and follow-up (week 0 and week 14) evaluations were conducted for thigh intermuscular fat (computed tomography), knee extension maximal isometric voluntary contraction (MIVC), and muscle quality (knee extension MIVC/muscle mass cross-sectional area). Only the CT group presented significant reductions in thigh intermuscular fat (p = 0.003) and significantly lower values in week 14 compared with the EP (p = 0.032). Both trained groups presented significant increases in muscle mass area (p=0.002 for CT and p=0.008 for ST) and increments in knee extension MIVC (p=0,033 for CT nd p=0.019 for ST) in week 14 compared with the EP and increases in muscle quality (p = 0.004 and 0.042). It can be concluded that a 14-week periodized CT protocol attenuates thigh intermuscular fat and improves muscle quality in patients with KOA. ClinicalTrials.gov, NCT02761590; https://clinicaltrials.gov/ct2/show/NCT02761590Key Points•Fourteen weeks of periodized circuit training attenuates thigh intermuscular fat in patients with knee osteoarthritis.•Circuit training is as effective as strength training for improving muscle mass, strength, and quality.|[{'npi': 'physical activity', 'out': 'muscle mass', 'dis': 'Osteoarthritis', 'eff': 3}, {'npi': 'resistance training', 'out': 'muscle mass', 'dis': 'Osteoarthritis', 'eff': 3}]
31742903|10.1111/jjns.12306|evaluation of the interaction model of client health behavior-based multifaceted intervention on patient activation and osteoarthritis symptoms|Japan journal of nursing science : JJNS|2020-04-01|['Osteoarthritis']|['Elderly', 'Adult']|['pain', 'joint pain', 'depression', 'physical functioning']|This study evaluated a multifaceted intervention for osteoarthritis symptoms. A cluster randomized controlled trial was conducted with a convenience sample of 90 patients aged between 45 and 82 years, who were recruited from three Community Health Posts (CHPs). The CHPs were randomized into two experimental groups (E1 and E2) and one control group (C). The intervention included health education and counseling combined with exercise classes based on the Interaction Model of Client Health Behavior. Trained community health nurse practitioners led the intervention. Stretching exercise (E1) and walking (E2) combined with muscle strengthening exercise were provided. The instruments included the Patient Activation Measure (PAM), Korean version of the Western Ontario and McMaster Universities Osteoarthritis Index (K-WOMAC), Stanford Health Assessment Questionnaire Disability Scale (HAQDS), and Center for Epidemiologic Studies Depression Scale (CES-D). The HAQDS was measured using an ordinal scale, and Likert scales were used for the other instruments. Chi-square test and analysis of covariance were used; P values <.05 were considered significant. The study was conducted in 2014. The groups were similar at the baseline (P > .05) except for joint pain and patient activation (P < .05). At post-test, the changes in the mean scores were significant for joint pain and stiffness, and physical functioning. E2 with walking exercise showed better improvements in joint pain and physical functioning than the other groups (P < .01). Eight sessions of multifaceted intervention improved the osteoarthritis symptoms. Follow-up studies will be needed to determine the intermediate and long-term effects of the multifaceted intervention.|[{'npi': 'physical activity', 'out': 'pain', 'dis': 'Osteoarthritis', 'eff': 3}, {'npi': 'physical activity', 'out': 'joint pain', 'dis': 'Osteoarthritis', 'eff': 3}, {'npi': 'physical activity', 'out': 'physical functioning', 'dis': 'Osteoarthritis', 'eff': 3}, {'npi': 'walking', 'out': 'pain', 'dis': 'Osteoarthritis', 'eff': 3}, {'npi': 'walking', 'out': 'joint pain', 'dis': 'Osteoarthritis', 'eff': 3}]
32235852|10.1038/s41598-020-62709-1|kinesiologist-guided functional exercise in addition to intradialytic cycling program in end-stage kidney disease patients: a randomised controlled trial|Scientific reports|2020-03-31|['Undefined']|['Elderly', 'Adult']|['balance', 'flexibility', 'strength', 'grip strength', 'physical performance']|Intradialytic cycling is a widely used workout mode, whereas added benefit of other exercise modalities remains unknown. This is the first randomised controlled trial on the effects and sustainability of functional training and counselling in addition to intradialytic cycling. Patients were randomly assigned to a kinesiologist-guided functional training in addition to intradialytic cycling (n = 20, experimental group) or intradialytic cycling only (n = 20, control group) over 16 weeks. The experimental group attended predialysis functional exercise in the first eight weeks and afterward performed functional training at home for the next eight weeks. The primary study endpoint was 10-repetition-sit-to-stand test time at eight weeks: at this test, the experimental group improved significantly better than controls (-4.5 ± 1.9 s, 95%CI -8.4 to -0.7; P = 0.021), which was maintained at week 16 (-4.7 ± 2.1 s, 95%CI -9.0 to -0.3; P = 0.037). At week 8, the experimental group significantly outperformed controls also at handgrip strength (P = 0.004), lower body flexibility test (P < 0.001), balance test (P < 0.001), and upper body flexibility test (P = 0.003). At week 16, superior results of the experimental group in secondary end-points remained preserved for handgrip strength, balance, and upper body flexibility tests. Functional training with exercise counselling meaningfully improves physical performance and successfully prepares patients for sustainable home exercise.|[{'npi': 'counseling', 'out': 'balance', 'dis': 'Undefined', 'eff': 3}, {'npi': 'counseling', 'out': 'flexibility', 'dis': 'Undefined', 'eff': 3}, {'npi': 'counseling', 'out': 'grip strength', 'dis': 'Undefined', 'eff': 3}, {'npi': 'counseling', 'out': 'physical performance', 'dis': 'Undefined', 'eff': 3}, {'npi': 'physical activity', 'out': 'balance', 'dis': 'Undefined', 'eff': 3}, {'npi': 'physical activity', 'out': 'flexibility', 'dis': 'Undefined', 'eff': 3}, {'npi': 'physical activity', 'out': 'grip strength', 'dis': 'Undefined', 'eff': 3}, {'npi': 'physical activity', 'out': 'physical performance', 'dis': 'Undefined', 'eff': 3}, {'npi': 'health education', 'out': 'balance', 'dis': 'Undefined', 'eff': 3}, {'npi': 'health education', 'out': 'flexibility', 'dis': 'Undefined', 'eff': 3}, {'npi': 'health education', 'out': 'grip strength', 'dis': 'Undefined', 'eff': 3}, {'npi': 'health education', 'out': 'physical performance', 'dis': 'Undefined', 'eff': 3}]
32045515|10.7570/jomes19063|twelve weeks of aerobic exercise at the lactate threshold improves autonomic nervous system function, body composition, and aerobic performance in women with obesity|Journal of obesity & metabolic syndrome|2020-03-30|['Overweight']|['Undefined']|['heart rate', 'weight', 'body mass index', 'speed', 'maximal oxygen consumption']|The present study examined the effects of a prolonged exercise intervention at the lactate threshold (LT) on body composition, aerobic performance, and the autonomic nervous system (ANS) in women with obesity. A total of 36 obese Korean women aged 36 to 55 years (mean±standard deviation, 44.8±5.2 years) were randomly assigned to a control group (CON, n=18) or an experimental group (EXP, n=18); and EXP underwent aerobic exercise training three times a week at a heart rate corresponding to the LT (HR_LT) for 12 weeks. All dependent variables (body composition, aerobic performance, and ANS function parameters) were evaluated before and after training. Compared with the CON group, the EXP group showed significant improvement in body composition (body weight, -4.57 vs. -2.40 kg; body mass index, -1.79 vs. -0.96 kg/m 2 ; %body fat, -4.63 vs. -1.41; fat-free mass, 3.24 vs. -0.08 kg), aerobic performance (oxygen consumption at LT, 5.74 vs. 0.12 mL/kg/min; maximal oxygen consumption, 5.41 vs. 2.14 mL/kg/min; treadmill speed at HR_LT, 1.40 vs. 0.29 km/hr; bicycle load at HR_LT, 18.62 vs. 4.52 w; and ANS function (mean RR, 50.83 vs. -15.04 ms; standard deviation of NN intervals, 5.08 vs. -0.55 ms; root mean square of successive differences, 6.42 vs. 1.87 ms; total power, 0.34 vs. 0.10 ms 2 ; high frequency, 0.32 vs. -0.04 ms 2 ; low frequency/high frequency, -0.09 vs. 0.01). Aerobic exercise at the LT for 12 weeks is a practical method of improving body composition, aerobic performance, and ANS function for women with obesity.|[{'npi': 'aerobic exercise', 'out': 'heart rate', 'dis': 'Overweight', 'eff': 3}, {'npi': 'aerobic exercise', 'out': 'weight', 'dis': 'Overweight', 'eff': 3}, {'npi': 'aerobic exercise', 'out': 'body mass index', 'dis': 'Overweight', 'eff': 3}, {'npi': 'aerobic exercise', 'out': 'speed', 'dis': 'Overweight', 'eff': 3}, {'npi': 'aerobic exercise', 'out': 'maximal oxygen consumption', 'dis': 'Overweight', 'eff': 3}, {'npi': 'physical activity', 'out': 'heart rate', 'dis': 'Overweight', 'eff': 3}, {'npi': 'physical activity', 'out': 'weight', 'dis': 'Overweight', 'eff': 3}, {'npi': 'physical activity', 'out': 'body mass index', 'dis': 'Overweight', 'eff': 3}, {'npi': 'physical activity', 'out': 'speed', 'dis': 'Overweight', 'eff': 3}, {'npi': 'physical activity', 'out': 'maximal oxygen consumption', 'dis': 'Overweight', 'eff': 3}]
